ecephys_session_id,held_probe,n_train_cells,n_held_cells,baseline_held_error_deg,candidate_held_error_deg,chosen_dtheta_deg,chosen_dscale,improvement_deg
715093703,810755797,265,49,22.29175726355065,22.263890164379305,1.0,0.95,0.027867099171345444
715093703,810755801,222,92,21.522803445885373,23.403715659620644,7.0,0.95,-1.8809122137352716
715093703,810755803,259,55,19.095857612086373,22.969730551837355,3.0,1.0999999999999999,-3.8738729397509815
715093703,810755805,250,64,21.700232021119263,26.879169756070286,-8.0,0.9249999999999999,-5.178937734951024
715093703,810755807,260,54,13.69983314048276,16.507212370191628,7.0,0.9249999999999999,-2.807379229708868
719161530,729445648,203,48,21.719946071385394,17.50241834692087,-1.0,1.125,4.217527724464524
719161530,729445650,217,34,62.66283462863109,52.49426954659452,0.0,1.0999999999999999,10.168565082036565
719161530,729445652,170,81,12.818878621334013,12.638589785103445,2.0,1.125,0.18028883623056835
719161530,729445654,198,53,26.271350861878382,19.684966102463253,2.0,1.15,6.586384759415129
719161530,729445656,232,19,26.638664283726175,20.79677129373542,2.0,1.15,5.841892989990754
719161530,729445658,235,16,11.040179645932731,12.838862172341411,1.0,1.125,-1.7986825264086796
721123822,760213137,265,65,29.331947770193807,28.247933125876987,3.0,0.8999999999999999,1.0840146443168202
721123822,760213145,273,57,12.316327588554284,13.326310358611032,7.0,0.9249999999999999,-1.009982770056748
721123822,760213147,275,55,17.287242990577475,16.57558384069046,7.0,0.9249999999999999,0.7116591498870157
721123822,760213150,246,84,31.587476951562113,32.12978528662677,7.0,1.025,-0.5423083350646571
721123822,760213153,261,69,17.293078853444413,13.034723938057034,8.0,0.9249999999999999,4.258354915387379
744228101,757904513,112,56,25.31152339471128,27.659126657651505,7.0,0.8999999999999999,-2.3476032629402255
744228101,757904516,128,40,14.114306748561338,17.83816547365135,8.0,0.975,-3.723858725090013
744228101,757904520,135,33,51.31298857839144,46.8219951638424,8.0,1.025,4.490993414549038
744228101,757904522,129,39,22.504490455999374,29.95392618800312,-3.0,0.85,-7.449435732003746
750749662,769322804,262,36,36.879682459291374,43.01688847843083,-8.0,1.15,-6.137206019139455
750749662,769322806,207,91,12.958574055182222,12.607940780116929,-8.0,1.025,0.3506332750652934
750749662,769322808,281,17,16.031254418044327,36.8951399622201,-1.0,0.85,-20.863885544175773
750749662,769322810,246,52,37.74092106905188,19.263063070907084,-8.0,1.15,18.477857998144795
750749662,769322812,246,52,25.510538452777258,17.98161828151443,-8.0,1.15,7.528920171262829
751348571,757984813,267,64,27.169630971540485,23.724538829480224,8.0,0.95,3.445092142060261
751348571,757984818,278,53,45.55949645627537,40.481805381276324,4.0,1.15,5.077691074999045
751348571,757984820,258,73,30.71263049331537,35.61847197852015,6.0,0.85,-4.905841485204778
751348571,757984822,303,28,52.43023752127539,52.18907270381047,8.0,0.9249999999999999,0.24116481746492013
751348571,757984826,271,60,35.18502774362602,44.847147962296575,5.0,1.15,-9.662120218670552
751348571,757984830,278,53,27.71395822064314,23.368277249203157,7.0,0.9249999999999999,4.345680971439982
754312389,756781553,258,81,23.423074329515874,30.94072394074662,8.0,1.0999999999999999,-7.517649611230745
754312389,756781555,312,27,50.73052541250353,49.17669100905688,-4.0,0.85,1.5538344034466505
754312389,756781557,196,143,27.308904768948857,34.237797634502314,8.0,1.0499999999999998,-6.928892865553458
754312389,756781559,334,5,31.92384385525133,37.83318547198881,-2.0,0.85,-5.909341616737482
754312389,756781561,300,39,32.20132235186729,34.785310431657386,0.0,0.85,-2.583988079790096
754312389,756781563,295,44,26.788481822992743,24.095813503356567,7.0,0.975,2.6926683196361765
754829445,760640033,177,46,25.733788934356802,25.659131723841988,1.0,1.025,0.07465721051481466
754829445,760640037,205,18,35.507093939509076,35.692457666131254,-6.0,1.125,-0.18536372662217815
754829445,760640039,118,105,19.999266794550856,30.289000938846307,-5.0,0.875,-10.289734144295451
754829445,760640043,198,25,26.960872892142802,35.973800946045856,-7.0,1.0999999999999999,-9.012928053903053
754829445,760640049,194,29,19.28159373760581,19.06933034878929,-1.0,1.0,0.2122633888165204
755434585,760642621,302,98,32.6200676033223,24.675652359578883,8.0,1.15,7.944415243743414
755434585,760642624,319,81,59.680342659555016,46.6563743320789,8.0,1.15,13.023968327476119
755434585,760642628,258,142,37.825437205991975,34.0409931859208,7.0,1.15,3.7844440200711773
755434585,760642631,367,33,39.632007837390525,20.88869562396411,8.0,1.15,18.743312213426414
755434585,760642634,354,46,52.921640140375864,36.761572797109785,8.0,1.15,16.16006734326608
756029989,760640083,315,78,17.758727743952207,21.45162385999805,1.0,1.15,-3.6928961160458442
756029989,760640087,309,84,34.32969984521188,35.84423528871707,3.0,1.15,-1.5145354435051956
756029989,760640090,303,90,35.011704697888376,33.76116547527815,1.0,1.025,1.2505392226102288
756029989,760640094,330,63,30.92796871183912,17.276328876214823,0.0,1.125,13.651639835624298
756029989,760640097,331,62,51.52457923001575,49.513066015347604,3.0,1.0999999999999999,2.011513214668149
756029989,760640104,377,16,22.85573984722742,23.705305710170876,4.0,1.125,-0.8495658629434573
757216464,769322745,350,59,38.92581653260338,36.45758285140726,0.0,1.125,2.468233681196118
757216464,769322749,259,150,25.054720413032804,25.7473953139773,7.0,1.025,-0.6926749009444961
757216464,769322751,326,83,30.504178678591643,26.558386813179283,4.0,1.025,3.9457918654123603
757216464,769322753,328,81,28.354143128446026,38.96006159730927,-1.0,1.125,-10.605918468863244
757216464,769322755,373,36,20.42979765777922,17.25186597526883,4.0,1.0499999999999998,3.177931682510387
757970808,769322852,276,78,33.63907313628283,36.94472663742157,-6.0,1.0499999999999998,-3.3056535011387354
757970808,769322856,208,146,34.71998075416052,33.56959341087236,4.0,1.15,1.150387343288159
757970808,769322860,288,66,52.15517423492076,59.4560466425681,-7.0,1.075,-7.30087240764734
757970808,769322862,290,64,14.083997487678236,18.698721417254347,8.0,1.0999999999999999,-4.614723929576112
758798717,770930067,227,62,42.996402929141624,38.64160550260682,6.0,1.15,4.354797426534802
758798717,770930071,255,34,42.175942159552875,41.90177851967781,8.0,1.15,0.27416363987506287
758798717,770930073,206,83,35.34802194439187,27.982463984183564,4.0,1.15,7.365557960208303
758798717,770930077,179,110,44.85443456967346,39.53710175025433,-8.0,1.15,5.3173328194191285
759883607,769322785,225,73,21.489058000877787,22.504911999047717,5.0,1.125,-1.0158539981699306
759883607,769322789,220,78,17.71695097523037,15.508214465164151,8.0,1.025,2.2087365100662204
759883607,769322793,207,91,11.40174769103013,9.267802809557347,7.0,1.025,2.1339448814727824
759883607,769322797,242,56,41.75367864245045,42.92568751250177,5.0,0.95,-1.1720088700513145
760345702,810753195,282,45,16.16730300544447,14.193094871969391,8.0,1.0999999999999999,1.974208133475079
760345702,810753197,272,55,35.65489134457952,24.683663279067805,8.0,1.0,10.971228065511713
760345702,810753199,236,91,11.765423581138121,15.132495619908266,8.0,1.15,-3.3670720387701447
760345702,810753201,258,69,27.2936567812205,23.51353017486425,6.0,1.0999999999999999,3.780126606356248
760345702,810753203,260,67,26.257861916337422,26.355338156551614,-6.0,1.075,-0.09747624021419199
761418226,768908579,283,45,17.103917478813674,24.026713456472727,6.0,1.15,-6.922795977659053
761418226,768908582,276,52,44.33418912443571,48.72952426090707,-5.0,1.0499999999999998,-4.39533513647136
761418226,768908585,272,56,12.272154691495556,7.502651182311533,6.0,1.15,4.769503509184023
761418226,768908587,253,75,37.95974634009269,30.176715510076445,0.0,1.15,7.783030830016248
761418226,768908589,266,62,34.04031257921413,30.86349161489212,2.0,1.0999999999999999,3.1768209643220118
761418226,768908591,290,38,13.484959097623644,20.59719616412231,6.0,1.15,-7.112237066498665
762602078,768909178,172,56,28.83966518085532,35.445816751380804,-8.0,1.15,-6.606151570525483
762602078,768909182,123,105,19.57335191918056,12.528762704217788,8.0,1.125,7.044589214962771
762602078,768909188,161,67,32.20550915687087,29.62961743005876,5.0,1.0,2.575891726812106
763673393,773463013,204,64,22.667754323415885,27.50434193330211,8.0,1.0499999999999998,-4.836587609886227
763673393,773463015,243,25,35.54540348061811,37.81758331921784,2.0,1.15,-2.272179838599726
763673393,773463017,164,104,10.260448691088236,18.418313562190356,7.0,1.15,-8.15786487110212
763673393,773463019,232,36,59.282868422821025,50.925683419990975,1.0,1.15,8.35718500283005
763673393,773463026,229,39,22.93528872538226,20.338279684988436,0.0,1.075,2.597009040393825
766640955,773592315,257,60,30.582990798320047,25.3368111697845,5.0,1.15,5.246179628535547
766640955,773592320,242,75,22.492020783905613,13.380043876641052,7.0,1.15,9.11197690726456
766640955,773592324,255,62,42.67517625425625,32.9180573544485,0.0,1.125,9.75711889980775
766640955,773592328,237,80,50.64580216063486,37.74164752171829,2.0,1.15,12.904154638916566
766640955,773592330,277,40,14.916132796711993,20.816897590319034,8.0,1.125,-5.90076479360704
767871931,773462985,325,47,30.260013494948623,24.325664936315288,7.0,1.025,5.934348558633335
767871931,773462990,310,62,66.04045247279261,65.90563628742274,-2.0,1.025,0.13481618536987128
767871931,773462993,229,143,17.160757137122346,16.33237304144049,8.0,1.125,0.8283840956818551
767871931,773462997,295,77,29.57953955337977,23.94901529942839,5.0,1.15,5.630524253951382
767871931,773462999,329,43,12.60309003996313,13.226528429545128,4.0,1.15,-0.6234383895819988
768515987,773549842,317,56,23.416358082332252,18.223902030798488,8.0,1.025,5.192456051533764
768515987,773549848,271,102,14.027486424366682,9.564275341744889,8.0,1.0999999999999999,4.463211082621793
768515987,773549850,294,79,17.43711583391858,15.36442753205328,7.0,1.0,2.0726883018652984
768515987,773549852,291,82,33.83928252868762,27.782615840600762,8.0,1.0999999999999999,6.056666688086857
768515987,773549856,319,54,19.05267288594868,11.479214778795379,7.0,1.025,7.573458107153302
771160300,773621937,276,102,22.51624357788571,19.78447391778017,7.0,0.85,2.7317696601055417
771160300,773621939,308,70,22.819972580626292,17.509614195621047,8.0,0.9249999999999999,5.3103583850052445
771160300,773621942,239,139,13.425957045811279,20.830188172235307,8.0,1.0,-7.404231126424028
771160300,773621948,311,67,39.71392551521705,61.966199961823186,5.0,0.85,-22.252274446606137
